Company,Car_type,Horsepower(hp),Acceleration 0 to 100 km/h (seconds),Average_energy_consumption_1 (kWh/100km),Average_energy_consumption_2_3 (L/100km),Energy_type,GHG_per_10000km,Energy_price,Score_perf,Score_balanced,Score_env,Score_daily,Score_perf_norm,Score_balanced_norm,Score_env_norm,Score_daily_norm
Tesla,Model 3 Long Range 82 kWh AWD ,498,4.4,14.0,,1,571.1999999999999,0.3,26.28030418209061,1.4168955308810023,0.034142197374055445,2.2284446058918683,31.02584577621627,58.208669790268615,32.010741334831906,87.7037479816006
Tesla,Model 3 Performance 79 kWh AWD ,460,3.1,16.7,,1,681.3599999999999,0.3,32.067649003622755,1.4976457156918734,0.031856896029763965,2.249598152049881,38.20619409221579,61.919519320981316,29.268214343609298,88.64657739260062
Tesla,Model 3 Performance 82 kWh AWD ,510,3.1,14.0,,1,571.1999999999999,0.3,35.44670251403314,1.645548006977724,0.036794070134539,2.313369601896482,42.39857970796075,68.71632293814831,35.19318055278501,91.48891872149004
Tesla,Model 3 RWD 60 kWh,283,6.1,13.2,,1,538.56,0.3,12.951788549034426,1.0094295997349876,0.02976564711005397,2.0503369900010773,14.489180391337467,39.48370014572803,26.758564304678476,79.76535801470952
Tesla,Model 3 RWD Long Range 82kWh,283,5.2,12.5,,1,509.99999999999994,0.3,14.79644316955209,1.093719127936403,0.031926063244854225,2.0947118415085457,16.77784006282533,43.357199096879754,29.35122000707096,81.74317841406383
Tesla,Model S 100D Performance,612,3.4,20.0,,1,816.0,0.3,36.756729540684944,1.5327297180259052,0.029184970886872184,2.252481490276691,44.023927884854565,63.53179369411981,26.06171081565601,88.77508993899785
Tesla,Model S 70,320,5.9,18.5,,1,754.8,0.3,14.188714782167493,0.9710313306876672,0.024247398152457942,2.0134905874937123,16.023832545127974,37.7191196805791,20.136266222066034,78.12308623134095
Tesla,Model S 70D,333,5.4,18.1,,1,738.48,0.3,15.757756300775595,1.0289213803090231,0.025261599917952453,2.043968364831912,17.970539536554206,40.37943883617592,21.353381734364767,79.48150361638446
Tesla,Model S Long Range,449,3.7,17.5,,1,714.0,0.3,27.174011001944063,1.3626113647790448,0.029614748559841055,2.194510366600753,32.134666220966125,55.714057885956784,26.57747512450142,86.19127349601855
Tesla,Model S P100D,613,2.5,20.0,,1,816.0,0.3,47.069028145047724,1.734461891729034,0.031046229000735864,2.3231969397022403,56.81837822457313,72.80233275070819,28.295355244061053,91.92693053501246
Tesla,Model S P90D,700,2.8,19.7,,1,803.76,0.3,47.8770345155867,1.7559078090548126,0.03149832094190555,2.3312258929518253,57.82087027592466,73.787873185451,28.837898289541336,92.28478700062382
Tesla,Model S Performance,612,3.2,18.7,,1,762.9599999999999,0.3,38.84354449224069,1.602336295338212,0.03096399042977634,2.2814605505116767,46.613035443722815,66.73054222155498,28.196663007634793,90.0667083791683
Tesla,Model S Performance Ludicrous,612,2.4,20.0,,1,816.0,0.3,48.5680875795863,1.761865080646442,0.03129052136742116,2.3323192586409887,58.6782585701031,74.06163774143194,28.58852376254008,92.33351912908215
Tesla,Model S Plaid,1020,2.1,18.7,,1,762.9599999999999,0.3,81.8733195483665,2.3262985152913718,0.0373089314868231,2.5043262570230915,100.0,100.0,35.81105143397258,100.0
Tesla,Model S Standard Range,320,4.2,17.5,,1,714.0,0.3,18.725723383172113,1.1311349857383333,0.02698231846668263,2.094706806210114,21.6528909600842,45.07663315998068,23.41836851432616,81.7429539870378
Tesla,Model X 100D Performance,612,3.1,22.5,,1,918.0,0.3,39.112483150046245,1.5352061819692722,0.0273763751368508,2.2467652643466054,46.94670715298344,63.64559882142192,23.891265034825327,88.52031346385992
Tesla,Model X 75D,333,6.2,20.8,,1,848.64,0.3,13.914178162437755,0.9338295052588017,0.022294202148439822,1.9880893590448936,15.683215454571625,36.009521408356,17.792289672300083,76.99093443616756
Tesla,Model X 90D,423,5.0,21.5,,1,877.2,0.3,19.94684912105441,1.1088739522477031,0.02385574100001474,2.073624761610467,23.16793946782208,44.0536343163822,19.66624929648028,80.80331145409856
Tesla,Model X Long Range,680,3.9,22.0,,1,897.5999999999999,0.3,35.49237281029159,1.4706742643825483,0.027128060475443583,2.224022324844281,42.455242762425804,60.68005469723751,23.593269471602685,87.50664359994144
Tesla,Model X P100D,680,2.9,23.0,,1,938.3999999999999,0.3,44.785539112252344,1.6337725305657433,0.027902200690512854,2.280737418508021,53.98525748667749,68.17518459624034,24.52229375110163,90.0344778436359
Tesla,Model X P90D,539,3.3,22.7,,1,926.16,0.3,33.5798794528083,1.4193442660742863,0.026195254692960697,2.202631656800736,40.082415691940334,58.32120065151828,22.47383502921803,86.5532454887338
Tesla,Model X Performance,612,3.5,22.5,,1,918.0,0.3,35.49362108482243,1.4624605855631387,0.0267198904513063,2.2196631181772344,42.456791494392164,60.30259765161192,23.103435905013882,87.31235049070963
Tesla,Model X Plaid,1020,2.5,22.0,,1,897.5999999999999,0.3,70.06606386501039,2.0663450093424323,0.03215599233053595,2.421367607049083,85.35075909990154,88.0539177982429,29.62715154893279,96.30247077685718
